user_count,startYear,runtimeMinutes,Action,Adventure,Animation,Biography,Children,Comedy,Crime,Documentary,Drama,Family,Fantasy,Film-Noir,History,Horror,IMAX,Music,Musical,Mystery,News,Romance,Sci-Fi,Sport,Thriller,War,Western,num_writers,special_writers_count,directors_num,title_filtered,rating_category,top_100_actors_count
1352,1995,121.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,-1,Carrington,medium,0
19388,1995,122.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,Dead Man Walking,medium,1
631,1995,101.0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,-1,It Takes Two,low,0
26230,1995,97.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,-1,Clueless,medium,0
797,1995,106.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,-1,"Cry, the Beloved Country",medium,0
4266,1995,110.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,4,0,-1,Richard III,medium,1
2300,1995,119.0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,-1,Dead Presidents,medium,0
2308,1995,117.0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,Restoration,medium,1
10629,1995,101.0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,-1,Mortal Kombat,low,0
8267,1995,106.0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,-1,To Die For,medium,1
2889,1995,117.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,-1,How to Make an American Quilt,medium,0
50596,1995,127.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,24,Seven (a.k.a. Se7en),high,3
13461,1995,81.0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,27,0,-1,Pocahontas,low,2
228,1995,94.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,-1,When Night Is Falling,medium,0
55366,1995,106.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,-1,"Usual Suspects, The",high,1
8543,1995,95.0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,6,Mighty Aphrodite,medium,1
137,1994,116.0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,-1,Lamerica,medium,0
919,1995,100.0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,-1,"Big Green, The",low,0
851,1995,115.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,-1,Georgia,medium,0
2236,1995,103.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,-1,Home for the Holidays,medium,1
10483,1994,108.0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0,-1,"Postman, The (Postino, Il)",medium,0
181,1995,100.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,-1,"Confessional, The (Confessionnal, Le)",medium,0
5960,1995,96.0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,"Indian in the Cupboard, The",medium,0
2088,1996,101.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,-1,Eye for an Eye,medium,0
18242,1995,143.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,-1,Mr. Holland's Opus,medium,0
2336,1996,89.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,-1,Don't Be a Menace to South Central While Drinking Your Juice in the Hood,medium,0
1884,1996,96.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,-1,Two if by Sea,low,0
4663,1996,88.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,-1,Bio-Dome,low,0
2215,1996,93.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,-1,Lawnmower Man 2: Beyond Cyberspace,low,0
163,1995,85.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,Two Bits,medium,1
1124,1995,104.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,-1,French Twist (Gazon maudit),medium,0
4278,1995,91.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,Friday,medium,0
14118,1996,108.0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,1,-1,From Dusk Till Dawn,medium,0
1202,1995,91.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,-1,Fair Game,low,0
1179,1995,96.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,-1,Kicking and Screaming,medium,0
2699,1995,175.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,0,-1,"Misérables, Les",medium,0
3235,1996,87.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,-1,Bed of Roses,medium,0
526,1996,90.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,-1,Big Bully,low,0
3235,1995,108.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,3,0,-1,Screamers,medium,0
211,1995,70.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,-1,Nico Icon,medium,0
1129,1995,111.0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,-1,"Crossing Guard, The",medium,1
5061,1996,118.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,-1,"Juror, The",medium,0
515,1995,85.0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,-1,"White Balloon, The (Badkonake sefid)",medium,0
3007,1995,115.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,-1,Things to Do in Denver When You're Dead,medium,1
2288,1995,102.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,Antonia's Line (Antonia),medium,0
537,1995,115.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,-1,Once Upon a Time... When We Were Colored,medium,0
141,1995,108.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,Last Summer in the Hamptons,medium,0
2441,1995,116.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,-1,Angels and Insects,medium,0
3921,1996,129.0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,23,White Squall,medium,1
938,1996,88.0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,Dunston Checks In,low,0
4730,1996,87.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,Black Sheep,medium,0
3095,1995,90.0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,-1,Nick of Time,medium,2
201,1995,91.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,The Journey of August King,medium,0
2114,1996,108.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,2,0,-1,Mary Reilly,low,0
1936,1995,100.0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,5,0,-1,Vampire in Brooklyn,low,0
3760,1996,112.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,-1,Beautiful Girls,medium,0
20642,1996,108.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,-1,Broken Arrow,medium,0
444,1995,99.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,In the Bleak Midwinter,medium,0
2615,1995,98.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,"Hate (Haine, La)",medium,0
3770,1996,111.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,4,1,-1,City Hall,medium,1
4438,1996,91.0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,-1,Bottle Rocket,medium,0
1841,1996,96.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,-1,Mr. Wrong,low,0
1046,1996,117.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,-1,Unforgettable,medium,0
19190,1996,92.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,-1,Happy Gilmore,medium,0
9006,1995,135.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,11,"Bridges of Madison County, The",medium,1
125,1994,104.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,Nobody Loves Me (Keiner liebt mich),medium,0
6015,1996,99.0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,-1,Muppet Treasure Island,medium,0
115,1995,95.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,Catwalk,medium,0
59184,1995,178.0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,-1,Braveheart,high,1
29133,1976,114.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2,Taxi Driver,high,1
10958,1995,104.0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,Rumble in the Bronx (Hont faan kui),medium,0
990,1996,108.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,-1,Before and After,medium,1
230,1995,114.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,-1,Margaret's Museum,medium,0
875,1995,117.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,-1,Anne Frank Remembered,medium,0
1142,1995,99.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,"Young Poisoner's Handbook, The",medium,0
1030,1996,92.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,-1,If Lucy Fell,low,0
246,1995,135.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,-1,"Steal Big, Steal Little",low,1
142,1996,100.0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,Race the Sun,low,0
3588,1992,117.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,-1,Boomerang,low,0
2607,1994,102.0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,-1,Chungking Express (Chung Hing sam lam),medium,0
298,1995,113.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,-1,"Star Maker, The (Uomo delle stelle, L')",medium,0
3231,1996,92.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,Flirting With Disaster,medium,0
1329,1994,95.0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,-1,"NeverEnding Story III, The",low,0
172,1995,95.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,-1,Pie in the Sky,medium,1
169,1995,101.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,-1,Frankie Starlight,medium,0
1925,1995,95.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,-1,Jade,low,0
5932,1996,92.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,-1,Down Periscope,medium,0
206,1995,86.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,-1,Man of the Year,medium,0
123,1995,91.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,"Neon Bible, The",medium,0
4553,1996,124.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,-1,Up Close and Personal,medium,1
20757,1996,117.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,-1,"Birdcage, The",medium,2
4097,1995,98.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,-1,"Brothers McMullen, The",medium,0
12796,1995,119.0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,-1,Bad Boys,medium,1
551,1995,84.0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,-1,"Amazing Panda Adventure, The",low,0
4222,1995,102.0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,"Basketball Diaries, The",medium,1
335,1995,112.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,-1,"Awfully Big Adventure, An",low,1
1007,1994,105.0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,-1,Amateur,medium,0
48377,1995,140.0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,4,0,-1,Apollo 13,medium,1
11595,1995,139.0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,-1,Rob Roy,medium,1
638,1995,82.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,"Addiction, The",medium,1
31101,1995,121.0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,-1,Batman Forever,low,2
2889,1967,100.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,-1,Beauty of the Day (Belle de jour),medium,0
1168,1995,100.0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,-1,Beyond Rangoon,medium,0
1521,1995,83.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,Blue in the Face,medium,0
2432,1995,91.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,-1,Canadian Bacon,low,0
12589,1995,100.0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,-1,Casper,low,0
2209,1995,128.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,-1,Clockers,medium,0
13853,1995,109.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,-1,Congo,low,0
22340,1995,116.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,-1,Crimson Tide,medium,2
5633,1994,119.0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,Crumb,high,0
14216,1995,104.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,-1,Desperado,medium,0
4011,1995,102.0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,2,0,-1,Devil in a Blue Dress,medium,2
33731,1995,128.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,-1,Die Hard: With a Vengeance,medium,2
683,1995,83.0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,"Doom Generation, The",low,0
11309,1995,134.0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,-1,First Knight,medium,1
3172,1995,95.0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,-1,Free Willy 2: The Adventure Home,low,0
7721,1995,105.0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,-1,Hackers,medium,0
1297,1995,92.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,Jeffrey,medium,0
12156,1995,103.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,-1,Johnny Mnemonic,low,0
14758,1995,96.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,-1,Judge Dredd,low,0
1932,1995,88.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,-1,Jury Duty,low,0
4744,1995,91.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,Kids,medium,0
2203,1995,90.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,Living in Oblivion,medium,0
2149,1995,109.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,-1,Lord of Illusions,low,0
453,1993,100.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,Love & Human Remains,medium,0
1119,1995,93.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,-1,Mad Love,low,0
8366,1995,94.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,-1,Mallrats,medium,0
2539,1995,95.0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,Mighty Morphin Power Rangers: The Movie,low,0
636,1995,105.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,-1,Moonlight and Valentino,medium,0
581,1995,95.0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,-1,Mute Witness,medium,0
313,1994,93.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,Nadja,medium,0
23018,1995,114.0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,-1,"Net, The",medium,0
10419,1995,103.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,-1,Nine Months,low,0
875,1995,94.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,-1,Party Girl,medium,0
2390,1995,98.0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,-1,"Prophecy, The",medium,1
304,1995,91.0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,Reckless,low,0
953,1995,119.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,-1,Safe,medium,0
